@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
9050,'2023/06/12 23:32:43:735',13,6.335043,91.168571,28.139311,16.999279,18.717127,0,1,0,0,0
9051,'2023/06/12 23:32:43:758',13,6.719412,67.726608,24.750637,17.784636,14.018606,0,1,0,0,0
9052,'2023/06/12 23:32:43:770',13,7.86197,52.099209,16.798407,14.636495,10.229774,0,1,0,0,0
9053,'2023/06/12 23:32:43:781',13,11.298501,73.74881,21.764418,13.55088,11.951556,0,1,0,0,0
9054,'2023/06/12 23:32:43:805',13,15.233058,73.974525,28.034832,11.843606,16.07976,0,1,0,0,0
9055,'2023/06/12 23:32:43:816',13,12.613586,51.674728,23.013395,8.920652,11.586742,0,1,0,0,0
9056,'2023/06/12 23:32:43:828',13,6.639548,29.531939,9.419479,5.120925,8.559949,0,1,0,0,0
9057,'2023/06/12 23:32:43:851',13,0.964152,18.210922,5.015305,1.393364,5.203678,0,1,0,0,0
9058,'2023/06/12 23:32:43:863',13,0.197342,5.812133,3.700244,0.389793,2.095522,0,1,0,0,0
9059,'2023/06/12 23:32:43:875',13,0.004998,2.687303,2.196391,0.050966,1.36189,0,1,0,0,0
9060,'2023/06/12 23:32:43:897',13,0.001137,1.259853,1.291645,0.017882,0.833603,0,1,0,0,0
9061,'2023/06/12 23:32:43:909',13,0.000302,0.60134,0.784638,0.006539,0.510695,0,1,0,0,0
9062,'2023/06/12 23:32:43:920',13,0.00008,0.286906,0.472928,0.002433,0.313025,0,1,0,0,0
9063,'2023/06/12 23:32:43:944',13,0.000021,0.134493,0.278784,0.000907,0.191871,0,1,0,0,0
9064,'2023/06/12 23:32:43:956',13,0.000006,0.06303,0.17085,0.000337,0.117509,0,1,0,0,0
9065,'2023/06/12 23:32:43:979',13,0.000001,0.030074,0.101313,0.000125,0.071888,0,1,0,0,0
9066,'2023/06/12 23:32:43:990',13,0,0.014354,0.060602,0.000046,0.043919,0,1,0,0,0
9067,'2023/06/12 23:32:44:002',13,0,0.006731,0.037006,0.000017,0.026793,0,1,0,0,0
9068,'2023/06/12 23:32:44:025',13,0,0.003157,0.021765,0.000006,0.016323,0,1,0,0,0
9069,'2023/06/12 23:32:44:036',13,0,0.001507,0.013215,0.000002,0.009935,0,1,0,0,0
9070,'2023/06/12 23:32:44:049',13,0,0.000719,0.00797,0.000001,0.006043,0,1,0,0,0
9071,'2023/06/12 23:32:44:071',13,0,0.000337,0.004699,0,0.003675,0,1,0,0,0
9072,'2023/06/12 23:32:44:083',13,0,0.000158,0.002878,0,0.002237,0,1,0,0,0
9073,'2023/06/12 23:32:44:095',13,0,0.000076,0.00171,0,0.001362,0,1,0,0,0
9074,'2023/06/12 23:32:44:118',13,0,0.000036,0.001021,0,0.000831,0,1,0,0,0
9075,'2023/06/12 23:32:44:129',13,0,0.000017,0.000624,0,0.000508,0,1,0,0,0
9076,'2023/06/12 23:32:44:141',13,0,0.000008,0.000367,0,0.000311,0,1,0,0,0
9077,'2023/06/12 23:32:44:164',13,0,0.000004,0.000223,0,0.00019,0,1,0,0,0
9078,'2023/06/12 23:32:44:176',13,0,0.000002,0.000135,0,0.000117,0,1,0,0,0
9079,'2023/06/12 23:32:44:188',13,0,0.000001,0.000079,0,0.000071,0,1,0,0,0
9080,'2023/06/12 23:32:44:211',13,0,0,0.000048,0,0.000044,0,1,0,0,0
9081,'2023/06/12 23:32:44:223',13,0,0,0.000029,0,0.000027,0,1,0,0,0
9082,'2023/06/12 23:32:44:234',13,0,0,0.000017,0,0.000016,0,1,0,0,0
9083,'2023/06/12 23:32:44:258',13,0,0,0.000011,0,0.00001,0,1,0,0,0
9084,'2023/06/12 23:32:44:269',13,0,0,0.000006,0,0.000006,0,1,0,0,0
9085,'2023/06/12 23:32:44:281',13,0,0,0.000004,0,0.000004,0,1,0,0,0
9086,'2023/06/12 23:32:44:304',13,0,0,0.000002,0,0.000002,0,1,0,0,0
9087,'2023/06/12 23:32:44:315',13,0,0,0.000001,0,0.000001,0,1,0,0,0
9088,'2023/06/12 23:32:44:327',13,0,0,0.000001,0,0.000001,0,1,0,0,0
9089,'2023/06/12 23:32:44:350',13,0,0,0,0,0.000001,0,1,0,0,0
9090,'2023/06/12 23:32:44:362',13,0,0,0,0,0,0,1,0,0,0
9091,'2023/06/12 23:32:44:385',13,0,0,0,0,0,0,1,0,0,0
9092,'2023/06/12 23:32:44:396',13,0,0,0,0,0,0,1,0,0,0
9093,'2023/06/12 23:32:44:408',13,0,0,0,0,0,0,1,0,0,0
9094,'2023/06/12 23:32:44:431',13,0,0,0,0,0,0,1,0,0,0
9095,'2023/06/12 23:32:44:443',13,0,0,0,0,0,0,1,0,0,0
9096,'2023/06/12 23:32:44:454',13,0,0,0,0,0,0,1,0,0,0
9097,'2023/06/12 23:32:44:478',13,0,0,0,0,0,0,1,0,0,0
9098,'2023/06/12 23:32:44:489',13,0,0,0,0,0,0,1,0,0,0
9099,'2023/06/12 23:32:44:501',13,0,0,0,0,0,0,1,0,0,0
9100,'2023/06/12 23:32:44:525',13,0,0,0,0,0,0,1,0,0,0
9101,'2023/06/12 23:32:44:536',13,0,0,0,0,0,0,1,0,0,0
9102,'2023/06/12 23:32:44:548',13,0,0,0,0,0,0,1,0,0,0
9103,'2023/06/12 23:32:44:571',13,0,0,0,0,0,0,1,0,0,0
9104,'2023/06/12 23:32:44:583',13,0,0,0,0,0,0,1,0,0,0
9105,'2023/06/12 23:32:44:594',13,0,0,0,0,0,0,1,0,0,0
9106,'2023/06/12 23:32:44:617',13,0,0,0,0,0,0,1,0,0,0
9107,'2023/06/12 23:32:44:629',13,0,0,0,0,0,0,1,0,0,0
9108,'2023/06/12 23:32:44:641',13,0,0,0,0,0,0,1,0,0,0
9109,'2023/06/12 23:32:44:664',13,0,0,0,0,0,0,1,0,0,0
9110,'2023/06/12 23:32:44:675',13,0,0,0,0,0,0,1,0,0,0
9111,'2023/06/12 23:32:44:687',13,0,0,0,0,0,0,1,0,0,0
9112,'2023/06/12 23:32:44:710',13,0,0,0,0,0,0,1,0,0,0
9113,'2023/06/12 23:32:44:722',13,0,0,0,0,0,0,1,0,0,0
9114,'2023/06/12 23:32:44:733',13,0,0,0,0,0,0,1,0,0,0
9115,'2023/06/12 23:32:44:757',13,0,0,0,0,0,0,1,0,0,0
9116,'2023/06/12 23:32:44:769',13,0,0,0,0,0,0,1,0,0,0
9117,'2023/06/12 23:32:44:792',13,0,0,0,0,0,0,1,0,0,0
9118,'2023/06/12 23:32:44:803',13,0,0,0,0,0,0,1,0,0,0
9119,'2023/06/12 23:32:44:815',13,0,0,0,0,0,0,1,0,0,0
9120,'2023/06/12 23:32:44:838',13,0,0,0,0,0,0,1,0,0,0
9121,'2023/06/12 23:32:44:849',13,0,0,0,0,0,0,1,0,0,0
9122,'2023/06/12 23:32:44:861',13,0,0,0,0,0,0,1,0,0,0
9123,'2023/06/12 23:32:44:884',13,0,0,0,0,0,0,1,0,0,0
9124,'2023/06/12 23:32:44:896',13,0,0,0,0,0,0,1,0,0,0
9125,'2023/06/12 23:32:44:908',13,0,0,0,0,0,0,1,0,0,0
9126,'2023/06/12 23:32:44:931',13,0,0,0,0,0,0,1,0,0,0
9127,'2023/06/12 23:32:44:942',13,0,0,0,0,0,0,1,0,0,0
9128,'2023/06/12 23:32:44:954',13,0,0,0,0,0,0,1,0,0,0
9129,'2023/06/12 23:32:44:977',13,0,0,0,0,0,0,1,0,0,0
9130,'2023/06/12 23:32:44:988',13,0,0,0,0,0,0,1,0,0,0
9131,'2023/06/12 23:32:45:000',13,0,0,0,0,0,0,1,0,0,0
9132,'2023/06/12 23:32:45:024',13,0,0,0,0,0,0,1,0,0,0
9133,'2023/06/12 23:32:45:035',13,0,0,0,0,0,0,1,0,0,0
9134,'2023/06/12 23:32:45:047',13,0,0,0,0,0,0,1,0,0,0
9135,'2023/06/12 23:32:45:070',13,0,0,0,0,0,0,1,0,0,0
9136,'2023/06/12 23:32:45:082',13,0,0,0,0,0,0,1,0,0,0
9137,'2023/06/12 23:32:45:094',13,0,0,0,0,0,0,1,0,0,0
9138,'2023/06/12 23:32:45:116',13,0,0,0,0,0,0,1,0,0,0
9139,'2023/06/12 23:32:45:128',13,0,0,0,0,0,0,1,0,0,0
9140,'2023/06/12 23:32:45:140',13,0,0,0,0,0,0,1,0,0,0
9141,'2023/06/12 23:32:45:163',13,0,0,0,0,0,0,1,0,0,0
9142,'2023/06/12 23:32:45:174',13,0,0,0,0,0,0,1,0,0,0
9143,'2023/06/12 23:32:45:198',13,0,0,0,0,0,0,1,0,0,0
9144,'2023/06/12 23:32:45:209',13,0,0,0,0,0,0,1,0,0,0
9145,'2023/06/12 23:32:45:221',13,0,0,0,0,0,0,1,0,0,0
9146,'2023/06/12 23:32:45:244',13,0,0,0,0,0,0,1,0,0,0
9147,'2023/06/12 23:32:45:256',13,0,0,0,0,0,0,1,0,0,0
9148,'2023/06/12 23:32:45:267',13,0,0,0,0,0,0,1,0,0,0
9149,'2023/06/12 23:32:45:291',13,0,0,0,0,0,0,1,0,0,0
9150,'2023/06/12 23:32:45:302',13,0,0,0,0,0,0,1,0,0,0
9151,'2023/06/12 23:32:45:314',13,0,0,0,0,0,0,1,0,0,0
9152,'2023/06/12 23:32:45:337',13,0,0,0,0,0,0,1,0,0,0
9153,'2023/06/12 23:32:45:349',13,0,0,0,0,0,0,1,0,0,0
9154,'2023/06/12 23:32:45:361',13,0,0,0,0,0,0,1,0,0,0
9155,'2023/06/12 23:32:45:383',13,0,0,0,0,0,0,1,0,0,0
9156,'2023/06/12 23:32:45:395',13,0,0,0,0,0,0,1,0,0,0
9157,'2023/06/12 23:32:45:407',13,0,0,0,0,0,0,1,0,0,0
9158,'2023/06/12 23:32:45:430',13,0,0,0,0,0,0,1,0,0,0
9159,'2023/06/12 23:32:45:442',13,0,0,0,0,0,0,1,0,0,0
9160,'2023/06/12 23:32:45:453',13,0,0,0,0,0,0,1,0,0,0
9161,'2023/06/12 23:32:45:476',13,0,0,0,0,0,0,1,0,0,0
9162,'2023/06/12 23:32:45:488',13,0,0,0,0,0,0,1,0,0,0
9163,'2023/06/12 23:32:45:499',13,0,0,0,0,0,0,1,0,0,0
9164,'2023/06/12 23:32:45:523',13,0,0,0,0,0,0,1,0,0,0
9165,'2023/06/12 23:32:45:534',13,0,0,0,0,0,0,1,0,0,0
9166,'2023/06/12 23:32:45:546',13,0,0,0,0,0,0,1,0,0,0
9167,'2023/06/12 23:32:45:569',13,0,0,0,0,0,0,1,0,0,0
9168,'2023/06/12 23:32:45:581',13,0,0,0,0,0,0,1,0,0,0
9169,'2023/06/12 23:32:45:604',13,0,0,0,0,0,0,1,0,0,0
9170,'2023/06/12 23:32:45:616',13,0,0,0,0,0,0,1,0,0,0
9171,'2023/06/12 23:32:45:627',13,0,0,0,0,0,0,1,0,0,0
9172,'2023/06/12 23:32:45:651',13,0,0,0,0,0,0,1,0,0,0
9173,'2023/06/12 23:32:45:662',13,0,0,0,0,0,0,1,0,0,0
9174,'2023/06/12 23:32:45:674',13,0,0,0,0,0,0,1,0,0,0
9175,'2023/06/12 23:32:45:697',13,0,0,0,0,0,0,1,0,0,0
9176,'2023/06/12 23:32:45:708',13,0,0,0,0,0,0,1,0,0,0
9177,'2023/06/12 23:32:45:720',13,0,0,0,0,0,0,1,0,0,0
9178,'2023/06/12 23:32:45:743',13,0,0,0,0,0,0,1,0,0,0
9179,'2023/06/12 23:32:45:755',13,0,0,0,0,0,0,1,0,0,0
9180,'2023/06/12 23:32:45:766',13,0,0,0,0,0,0,1,0,0,0
9181,'2023/06/12 23:32:45:791',13,0,0,0,0,0,0,1,0,0,0
9182,'2023/06/12 23:32:45:801',13,0,0,0,0,0,0,1,0,0,0
9183,'2023/06/12 23:32:45:813',13,0,0,0,0,0,0,1,0,0,0
9184,'2023/06/12 23:32:45:836',13,0,0,0,0,0,0,1,0,0,0
9185,'2023/06/12 23:32:45:848',13,0,0,0,0,0,0,1,0,0,0
9186,'2023/06/12 23:32:45:859',13,0,0,0,0,0,0,1,0,0,0
9187,'2023/06/12 23:32:45:883',13,0,0,0,0,0,0,1,0,0,0
9188,'2023/06/12 23:32:45:894',13,0,0,0,0,0,0,1,0,0,0
9189,'2023/06/12 23:32:45:906',13,0,0,0,0,0,0,1,0,0,0
9190,'2023/06/12 23:32:45:929',13,0,0,0,0,0,0,1,0,0,0
9191,'2023/06/12 23:32:45:941',13,1.205005,3.293559,1.249199,2.848153,0.821328,0,1,0,0,0
9192,'2023/06/12 23:32:45:952',13,3.747362,16.434586,7.883946,8.754322,5.721741,0,1,0,0,0
9193,'2023/06/12 23:32:45:975',13,6.07373,32.422417,12.183298,13.855359,9.314616,0,1,0,0,0
9194,'2023/06/12 23:32:45:987',13,7.065873,38.046761,14.733695,16.144157,11.352343,0,1,0,0,0
9195,'2023/06/12 23:32:45:999',13,7.752987,45.529041,17.808084,17.322956,12.35587,0,1,0,0,0
9196,'2023/06/12 23:32:46:022',13,7.423569,59.631325,19.770557,15.796261,13.704479,0,1,0,0,0
9197,'2023/06/12 23:32:46:033',13,6.946943,71.62323,18.989616,14.458832,13.897558,0,1,0,0,0
9198,'2023/06/12 23:32:46:057',13,7.735536,115.688988,17.964184,16.208721,12.793833,0,1,0,0,0
9199,'2023/06/12 23:32:46:069',13,9.7633,171.321884,23.095274,20.810736,13.633036,0,1,0,0,0
9200,'2023/06/12 23:32:46:080',13,9.994937,206.810959,20.97752,21.090126,13.179221,0,1,0,0,0
9201,'2023/06/12 23:32:46:103',13,10.071513,224.44101,20.976786,21.137079,13.910947,0,1,0,0,0
9202,'2023/06/12 23:32:46:115',13,10.836697,231.285141,22.703367,22.79368,14.573183,0,1,0,0,0
9203,'2023/06/12 23:32:46:127',13,10.426704,229.149002,22.21714,21.865282,14.816813,0,1,0,0,0
9204,'2023/06/12 23:32:46:150',13,9.45715,219.119553,20.654665,19.884827,14.255741,0,1,0,0,0
9205,'2023/06/12 23:32:46:162',13,9.123568,210.603912,18.0693,19.238827,13.646263,0,1,0,0,0
9206,'2023/06/12 23:32:46:173',13,9.43384,211.528168,19.757975,19.797112,13.829357,0,1,0,0,0
9207,'2023/06/12 23:32:46:196',13,9.717032,217.490433,23.080753,20.296402,15.488855,0,1,0,0,0
9208,'2023/06/12 23:32:46:208',13,10.203192,220.62735,25.309155,21.29085,17.266552,0,1,0,0,0
9209,'2023/06/12 23:32:46:219',13,10.647378,216.669189,29.697147,21.778576,19.170303,0,1,0,0,0
9210,'2023/06/12 23:32:46:242',13,10.077129,187.727234,35.094227,20.39558,21.803974,0,1,0,0,0
9211,'2023/06/12 23:32:46:254',13,9.176669,143.145462,37.89962,18.639471,24.216787,0,1,0,0,0
9212,'2023/06/12 23:32:46:266',13,8.871372,94.549149,41.930538,18.138674,25.555462,0,1,0,0,0
9213,'2023/06/12 23:32:46:289',13,8.297865,73.946129,42.028057,16.567007,24.502686,0,1,0,0,0
9214,'2023/06/12 23:32:46:301',13,8.81132,85.933212,39.832138,17.60951,23.616426,0,1,0,0,0
9215,'2023/06/12 23:32:46:312',13,9.867422,104.94072,39.07423,20.372248,23.232119,0,1,0,0,0
9216,'2023/06/12 23:32:46:335',13,9.78803,111.236847,38.91246,20.294847,22.661488,0,1,0,0,0
9217,'2023/06/12 23:32:46:347',13,9.391863,104.8368,38.083858,19.726561,22.353453,0,1,0,0,0
9218,'2023/06/12 23:32:46:359',13,9.572389,97.180313,37.500683,19.569199,22.151985,0,1,0,0,0
9219,'2023/06/12 23:32:46:382',13,9.225169,94.595879,35.731529,18.678661,20.888765,0,1,0,0,0
9220,'2023/06/12 23:32:46:393',13,8.943496,95.945389,35.254799,18.047516,20.472599,0,1,0,0,0
9221,'2023/06/12 23:32:46:405',13,8.905594,89.696037,34.584686,18.045549,19.493776,0,1,0,0,0
9222,'2023/06/12 23:32:46:428',13,8.398036,77.672699,33.821835,16.788546,19.117601,0,1,0,0,0
9223,'2023/06/12 23:32:46:440',13,8.690626,78.078033,35.049717,17.557432,19.739653,0,1,0,0,0
9224,'2023/06/12 23:32:46:463',13,9.201728,83.403282,36.205723,18.701967,20.326197,0,1,0,0,0
9225,'2023/06/12 23:32:46:474',13,9.234826,88.121002,36.761486,18.469894,21.03883,0,1,0,0,0
9226,'2023/06/12 23:32:46:486',13,10.29072,114.411911,38.257187,21.187916,21.660194,0,1,0,0,0
9227,'2023/06/12 23:32:46:510',13,10.116511,102.000534,38.786179,20.863005,21.226332,0,1,0,0,0
9228,'2023/06/12 23:32:46:521',13,9.069285,65.602638,35.655239,19.035194,19.680611,0,1,0,0,0
9229,'2023/06/12 23:32:46:533',13,10.391585,79.094109,38.941345,22.453268,22.129202,0,1,0,0,0
9230,'2023/06/12 23:32:46:557',13,10.205744,107.63237,39.286545,22.251867,22.08511,0,1,0,0,0
9231,'2023/06/12 23:32:46:568',13,9.823348,128.109299,38.378082,20.74799,22.178255,0,1,0,0,0
9232,'2023/06/12 23:32:46:579',13,10.698321,134.428253,37.15102,22.910337,21.243332,0,1,0,0,0
9233,'2023/06/12 23:32:46:602',13,9.810152,104.042503,35.096981,20.607368,19.497234,0,1,0,0,0
9234,'2023/06/12 23:32:46:614',13,9.184408,65.024719,33.938309,19.505112,19.179716,0,1,0,0,0
9235,'2023/06/12 23:32:46:626',13,9.181509,83.78447,36.435307,19.510984,20.690256,0,1,0,0,0
9236,'2023/06/12 23:32:46:649',13,9.85577,71.065659,37.725964,19.803947,20.946716,0,1,0,0,0
9237,'2023/06/12 23:32:46:660',13,10.448541,95.035133,38.295631,23.064177,21.394215,0,1,0,0,0
9238,'2023/06/12 23:32:46:672',13,10.504889,141.094543,35.835636,22.394394,21.114859,0,1,0,0,0
9239,'2023/06/12 23:32:46:695',13,10.429798,140.224838,34.043423,22.742336,20.204374,0,1,0,0,0
9240,'2023/06/12 23:32:46:707',13,9.590305,107.635155,32.800987,21.337364,18.720154,0,1,0,0,0
9241,'2023/06/12 23:32:46:719',13,8.76935,78.268486,32.688129,19.386616,19.434103,0,1,0,0,0
9242,'2023/06/12 23:32:46:742',13,9.193423,79.57695,33.923008,19.755386,19.702988,0,1,0,0,0
9243,'2023/06/12 23:32:46:753',13,10.425732,97.977203,35.016926,22.855984,19.439251,0,1,0,0,0
9244,'2023/06/12 23:32:46:765',13,10.984786,123.341576,34.522984,24.180859,19.362759,0,1,0,0,0
9245,'2023/06/12 23:32:46:788',13,10.534328,97.828468,33.878071,23.766607,20.420696,0,1,0,0,0
9246,'2023/06/12 23:32:46:800',13,11.100578,72.746361,35.980061,25.081259,19.761711,0,1,0,0,0
9247,'2023/06/12 23:32:46:812',13,11.207915,88.624474,34.240852,25.536259,23.922522,0,1,0,0,0
9248,'2023/06/12 23:32:46:835',13,11.94984,74.477501,48.079838,29.072739,36.856266,0,1,0,0,0
9249,'2023/06/12 23:32:46:846',13,12.654264,72.251945,63.207523,30.313164,36.691151,0,1,0,0,0
9250,'2023/06/12 23:32:46:869',13,12.102937,78.442284,61.781788,28.266727,23.573748,0,1,0,0,0
9251,'2023/06/12 23:32:46:881',13,12.836269,75.187523,60.146523,30.271959,30.239958,0,1,0,0,0
9252,'2023/06/12 23:32:46:893',13,11.938462,117.842484,49.657917,25.814692,28.751406,0,1,0,0,0
9253,'2023/06/12 23:32:46:916',13,10.494579,174.987534,25.190157,22.615921,17.910208,0,1,0,0,0
9254,'2023/06/12 23:32:46:927',13,9.165351,188.839905,15.590184,19.659458,15.020264,0,1,0,0,0
9255,'2023/06/12 23:32:46:939',13,8.140881,168.638351,21.282694,18.593231,14.629862,0,1,0,0,0
9256,'2023/06/12 23:32:46:962',13,8.68692,156.712677,21.139889,19.566174,15.379808,0,1,0,0,0
9257,'2023/06/12 23:32:46:974',13,9.379017,165.17543,20.97657,18.584579,11.990808,0,1,0,0,0
9258,'2023/06/12 23:32:46:985',13,11.009971,128.958862,18.934706,17.906803,10.500245,0,1,0,0,0
9259,'2023/06/12 23:32:47:009',13,14.157231,53.046379,17.808939,16.612471,12.576373,0,1,0,0,0
9260,'2023/06/12 23:32:47:020',13,15.905177,43.519905,27.636932,11.127274,18.571804,0,1,0,0,0
9261,'2023/06/12 23:32:47:438',14,0,0,0.000111,0,0.000178,0,1,0,0,0
9262,'2023/06/12 23:32:47:461',14,0,0,0.000068,0,0.000108,0,1,0,0,0
9263,'2023/06/12 23:32:47:473',14,0,0,0.00004,0,0.000066,0,1,0,0,0
9264,'2023/06/12 23:32:47:485',14,0,0,0.000024,0,0.00004,0,1,0,0,0
9265,'2023/06/12 23:32:47:508',14,0,0,0.000015,0,0.000025,0,1,0,0,0
9266,'2023/06/12 23:32:47:519',14,0,0,0.000009,0,0.000015,0,1,0,0,0
9267,'2023/06/12 23:32:47:531',14,0,0,0.000005,0,0.000009,0,1,0,0,0
9268,'2023/06/12 23:32:47:554',14,0,0,0.000003,0,0.000006,0,1,0,0,0
9269,'2023/06/12 23:32:47:566',14,0,0,0.000002,0,0.000003,0,1,0,0,0
9270,'2023/06/12 23:32:47:577',14,0,0,0.000001,0,0.000002,0,1,0,0,0
9271,'2023/06/12 23:32:47:601',14,0,0,0.000001,0,0.000001,0,1,0,0,0
9272,'2023/06/12 23:32:47:612',14,0,0,0,0,0.000001,0,1,0,0,0
9273,'2023/06/12 23:32:47:624',14,0,0,0,0,0,0,1,0,0,0
9274,'2023/06/12 23:32:47:647',14,0,0,0,0,0,0,1,0,0,0
9275,'2023/06/12 23:32:47:659',14,0,0,0,0,0,0,1,0,0,0
9276,'2023/06/12 23:32:47:670',14,0,0,0,0,0,0,1,0,0,0
9277,'2023/06/12 23:32:47:694',14,0,0,0,0,0,0,1,0,0,0
9278,'2023/06/12 23:32:47:705',14,0,0,0,0,0,0,1,0,0,0
9279,'2023/06/12 23:32:47:729',14,0,0,0,0,0,0,1,0,0,0
9280,'2023/06/12 23:32:47:740',14,0,0,0,0,0,0,1,0,0,0
9281,'2023/06/12 23:32:47:752',14,0,0,0,0,0,0,1,0,0,0
9282,'2023/06/12 23:32:47:775',14,0,0,0,0,0,0,1,0,0,0
9283,'2023/06/12 23:32:47:787',14,0,0,0,0,0,0,1,0,0,0
9284,'2023/06/12 23:32:47:798',14,0,0,0,0,0,0,1,0,0,0
9285,'2023/06/12 23:32:47:821',14,0,0,0,0,0,0,1,0,0,0
9286,'2023/06/12 23:32:47:833',14,0,0,0,0,0,0,1,0,0,0
9287,'2023/06/12 23:32:47:845',14,0,0,0,0,0,0,1,0,0,0
9288,'2023/06/12 23:32:47:868',14,0,0,0,0,0,0,1,0,0,0
9289,'2023/06/12 23:32:47:879',14,0,0,0,0,0,0,1,0,0,0
9290,'2023/06/12 23:32:47:891',14,0,0,0,0,0,0,1,0,0,0
9291,'2023/06/12 23:32:47:914',14,0,0,0,0,0,0,1,0,0,0
9292,'2023/06/12 23:32:47:926',14,0,0,0,0,0,0,1,0,0,0
9293,'2023/06/12 23:32:47:937',14,0,0,0,0,0,0,1,0,0,0
9294,'2023/06/12 23:32:47:961',14,0.492915,0.761368,0.512284,0.991756,0.423311,0,1,0,0,0
9295,'2023/06/12 23:32:47:972',14,3.004794,20.243843,4.321505,6.99013,2.957781,0,1,0,0,0
9296,'2023/06/12 23:32:47:984',14,6.407714,63.882256,9.101183,16.410362,6.120909,0,1,0,0,0
9297,'2023/06/12 23:32:48:008',14,9.160646,122.581955,12.506003,21.683912,7.84005,0,1,0,0,0
9298,'2023/06/12 23:32:48:019',14,11.117927,175.467087,13.819093,24.674673,8.170656,0,1,0,0,0
9299,'2023/06/12 23:32:48:030',14,11.558643,205.865463,13.911455,25.291515,8.142379,0,1,0,0,0
9300,'2023/06/12 23:32:48:053',14,11.281368,217.756332,17.178669,24.67934,11.065202,0,1,0,0,0
9301,'2023/06/12 23:32:48:065',14,11.817101,211.613419,21.073051,25.327757,11.955654,0,1,0,0,0
9302,'2023/06/12 23:32:48:078',14,11.702387,216.673508,18.830692,24.551586,11.275978,0,1,0,0,0
9303,'2023/06/12 23:32:48:100',14,11.131816,244.935822,21.781244,23.476061,12.970505,0,1,0,0,0
9304,'2023/06/12 23:32:48:112',14,11.880165,255.611115,24.402954,24.985115,14.923898,0,1,0,0,0
9305,'2023/06/12 23:32:48:135',14,11.594081,235.405548,26.400028,24.052221,16.59404,0,1,0,0,0
9306,'2023/06/12 23:32:48:146',14,9.881941,178.038193,30.255959,20.566525,18.188278,0,1,0,0,0
9307,'2023/06/12 23:32:48:159',14,9.040744,105.866478,31.845875,18.956408,19.501942,0,1,0,0,0
9308,'2023/06/12 23:32:48:181',14,9.191569,81.737854,32.295807,18.722633,19.004612,0,1,0,0,0
9309,'2023/06/12 23:32:48:193',14,9.564524,99.22509,32.405197,19.426083,18.067913,0,1,0,0,0
9310,'2023/06/12 23:32:48:204',14,9.591184,100.632172,30.410147,20.329435,17.578896,0,1,0,0,0
9311,'2023/06/12 23:32:48:228',14,10.573863,106.102768,30.179073,23.044905,17.472486,0,1,0,0,0
9312,'2023/06/12 23:32:48:240',14,10.596758,126.400024,29.548466,22.777733,16.634203,0,1,0,0,0
9313,'2023/06/12 23:32:48:251',14,9.372414,118.37915,28.108927,20.204723,16.820967,0,1,0,0,0
9314,'2023/06/12 23:32:48:275',14,8.863753,88.056969,29.373714,19.039841,17.635227,0,1,0,0,0
9315,'2023/06/12 23:32:48:286',14,9.693349,84.178444,31.087818,20.45945,16.686281,0,1,0,0,0
9316,'2023/06/12 23:32:48:298',14,10.143703,103.757774,29.641294,21.971859,16.547895,0,1,0,0,0
9317,'2023/06/12 23:32:48:321',14,10.741972,118.03997,28.757671,23.843203,17.224962,0,1,0,0,0
9318,'2023/06/12 23:32:48:332',14,10.701895,123.583855,29.507587,23.38826,17.079105,0,1,0,0,0
9319,'2023/06/12 23:32:48:344',14,9.750777,112.479065,28.681761,21.907591,17.053835,0,1,0,0,0
9320,'2023/06/12 23:32:48:367',14,9.51974,90.916267,30.075953,21.854216,17.736719,0,1,0,0,0
9321,'2023/06/12 23:32:48:379',14,10.431724,86.864166,31.798891,22.043034,18.001118,0,1,0,0,0
9322,'2023/06/12 23:32:48:391',14,10.579353,109.310333,30.809883,23.246702,17.941977,0,1,0,0,0
9323,'2023/06/12 23:32:48:413',14,10.022668,120.165527,29.647955,23.826962,17.686327,0,1,0,0,0
9324,'2023/06/12 23:32:48:425',14,10.045687,106.805214,28.245573,23.588911,16.357887,0,1,0,0,0
9325,'2023/06/12 23:32:48:436',14,10.022753,104.427505,28.10664,22.305986,16.315443,0,1,0,0,0
9326,'2023/06/12 23:32:48:460',14,10.525786,86.751701,31.394642,23.831394,17.7509,0,1,0,0,0
9327,'2023/06/12 23:32:48:471',14,11.061795,120.945389,32.25174,24.877762,17.996435,0,1,0,0,0
9328,'2023/06/12 23:32:48:483',14,10.454396,164.935379,31.862028,22.447363,17.95929,0,1,0,0,0
9329,'2023/06/12 23:32:48:507',14,10.11603,120.702797,32.268616,22.165298,17.888,0,1,0,0,0
9330,'2023/06/12 23:32:48:518',14,9.84226,68.487801,32.868122,20.834524,18.074812,0,1,0,0,0
9331,'2023/06/12 23:32:48:541',14,9.276403,72.760422,32.79509,21.042017,18.528919,0,1,0,0,0
9332,'2023/06/12 23:32:48:553',14,9.137753,83.132446,33.246532,21.841681,18.926317,0,1,0,0,0
