@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
12758,'2023/06/12 23:34:50:547',18,0,0,0,0,0,0,0,0,1,0
12759,'2023/06/12 23:34:50:559',18,0,0,0,0,0,0,0,0,1,0
12760,'2023/06/12 23:34:50:582',18,0,0,0,0,0,0,0,0,1,0
12761,'2023/06/12 23:34:50:593',18,0,0,0,0,0,0,0,0,1,0
12762,'2023/06/12 23:34:50:605',18,0,0,0,0,0,0,0,0,1,0
12763,'2023/06/12 23:34:50:628',18,0,0,0,0,0,0,0,0,1,0
12764,'2023/06/12 23:34:50:640',18,0,0,0,0,0,0,0,0,1,0
12765,'2023/06/12 23:34:50:651',18,0,0,0,0,0,0,0,0,1,0
12766,'2023/06/12 23:34:50:675',18,0,0,0,0,0,0,0,0,1,0
12767,'2023/06/12 23:34:50:686',18,0,0,0,0,0,0,0,0,1,0
12768,'2023/06/12 23:34:50:709',18,0,0,0,0,0,0,0,0,1,0
12769,'2023/06/12 23:34:50:721',18,0,0,0,0,0,0,0,0,1,0
12770,'2023/06/12 23:34:50:733',18,0,0,0,0,0,0,0,0,1,0
12771,'2023/06/12 23:34:50:756',18,0,0,0,0,0,0,0,0,1,0
12772,'2023/06/12 23:34:50:767',18,0,0,0,0,0,0,0,0,1,0
12773,'2023/06/12 23:34:50:779',18,0,0,0,0,0,0,0,0,1,0
12774,'2023/06/12 23:34:50:802',18,0,0,0,0,0,0,0,0,1,0
12775,'2023/06/12 23:34:50:814',18,0,0,0,0,0,0,0,0,1,0
12776,'2023/06/12 23:34:50:826',18,0,0,0,0,0,0,0,0,1,0
12777,'2023/06/12 23:34:50:849',18,0,0,0,0,0,0,0,0,1,0
12778,'2023/06/12 23:34:50:860',18,0,0,0,0,0,0,0,0,1,0
12779,'2023/06/12 23:34:50:872',18,0,0,0,0,0,0,0,0,1,0
12780,'2023/06/12 23:34:50:895',18,0,0,0,0,0,0,0,0,1,0
12781,'2023/06/12 23:34:50:907',18,0,0,0,0,0,0,0,0,1,0
12782,'2023/06/12 23:34:50:918',18,0,0,0,0,0,0,0,0,1,0
12783,'2023/06/12 23:34:50:942',18,0,0,0,0,0,0,0,0,1,0
12784,'2023/06/12 23:34:50:953',18,0,0,0,0,0,0,0,0,1,0
12785,'2023/06/12 23:34:50:965',18,0,0,0,0,0,0,0,0,1,0
12786,'2023/06/12 23:34:50:988',18,0,0,0,0,0,0,0,0,1,0
12787,'2023/06/12 23:34:51:000',18,0,0,0,0,0,0,0,0,1,0
12788,'2023/06/12 23:34:51:011',18,0,0,0,0,0,0,0,0,1,0
12789,'2023/06/12 23:34:51:034',18,0,0,0,0,0,0,0,0,1,0
12790,'2023/06/12 23:34:51:046',18,0,0,0,0,0,0,0,0,1,0
12791,'2023/06/12 23:34:51:058',18,0,0,0,0,0,0,0,0,1,0
12792,'2023/06/12 23:34:51:081',18,0,0,0,0,0,0,0,0,1,0
12793,'2023/06/12 23:34:51:093',18,0,0,0,0,0,0,0,0,1,0
12794,'2023/06/12 23:34:51:116',18,0,0,0,0,0,0,0,0,1,0
12795,'2023/06/12 23:34:51:127',18,0,0,0,0,0,0,0,0,1,0
12796,'2023/06/12 23:34:51:139',18,0,0,0,0,0,0,0,0,1,0
12797,'2023/06/12 23:34:51:162',18,0,0,0,0,0,0,0,0,1,0
12798,'2023/06/12 23:34:51:174',18,0,0,0,0,0,0,0,0,1,0
12799,'2023/06/12 23:34:51:185',18,0,0,0,0,0,0,0,0,1,0
12800,'2023/06/12 23:34:51:209',18,0,0,0,0,0,0,0,0,1,0
12801,'2023/06/12 23:34:51:220',18,0,0,0,0,0,0,0,0,1,0
12802,'2023/06/12 23:34:51:232',18,0,0,0,0,0,0,0,0,1,0
12803,'2023/06/12 23:34:51:255',18,0,0,0,0,0,0,0,0,1,0
12804,'2023/06/12 23:34:51:267',18,0,0,0,0,0,0,0,0,1,0
12805,'2023/06/12 23:34:51:278',18,0,0,0,0,0,0,0,0,1,0
12806,'2023/06/12 23:34:51:301',18,0,0,0,0,0,0,0,0,1,0
12807,'2023/06/12 23:34:51:313',18,0,0,0,0,0,0,0,0,1,0
12808,'2023/06/12 23:34:51:325',18,0,0,0,0,0,0,0,0,1,0
12809,'2023/06/12 23:34:51:348',18,0,0,0,0,0,0,0,0,1,0
12810,'2023/06/12 23:34:51:360',18,0,0,0,0,0,0,0,0,1,0
12811,'2023/06/12 23:34:51:371',18,0,0,0,0,0,0,0,0,1,0
12812,'2023/06/12 23:34:51:394',18,0,0,0,0,0,0,0,0,1,0
12813,'2023/06/12 23:34:51:407',18,0,0,0,0,0,0,0,0,1,0
12814,'2023/06/12 23:34:51:418',18,0,0,0,0,0,0,0,0,1,0
12815,'2023/06/12 23:34:51:441',18,0,0,0,0,0,0,0,0,1,0
12816,'2023/06/12 23:34:51:452',18,0,0,0,0,0,0,0,0,1,0
12817,'2023/06/12 23:34:51:464',18,0,0,0,0,0,0,0,0,1,0
12818,'2023/06/12 23:34:51:488',18,0,0,0,0,0,0,0,0,1,0
12819,'2023/06/12 23:34:51:499',18,0,0,0,0,0,0,0,0,1,0
12820,'2023/06/12 23:34:51:522',18,0,0,0,0,0,0,0,0,1,0
12821,'2023/06/12 23:34:51:534',18,0,0,0,0,0,0,0,0,1,0
12822,'2023/06/12 23:34:51:545',18,0,0,0,0,0,0,0,0,1,0
12823,'2023/06/12 23:34:51:569',18,0,0,0,0,0,0,0,0,1,0
12824,'2023/06/12 23:34:51:580',18,0,0,0,0,0,0,0,0,1,0
12825,'2023/06/12 23:34:51:592',18,0,0,0,0,0,0,0,0,1,0
12826,'2023/06/12 23:34:51:615',18,0,0,0,0,0,0,0,0,1,0
12827,'2023/06/12 23:34:51:626',18,0,0,0,0,0,0,0,0,1,0
12828,'2023/06/12 23:34:51:638',18,0,0,0,0,0,0,0,0,1,0
12829,'2023/06/12 23:34:51:662',18,0,0,0,0,0,0,0,0,1,0
12830,'2023/06/12 23:34:51:673',18,0,0,0,0,0,0,0,0,1,0
12831,'2023/06/12 23:34:51:684',18,0,0,0,0,0,0,0,0,1,0
12832,'2023/06/12 23:34:51:708',18,0,0,0,0,0,0,0,0,1,0
12833,'2023/06/12 23:34:51:719',18,0,0,0,0,0,0,0,0,1,0
12834,'2023/06/12 23:34:51:731',18,0,0,0,0,0,0,0,0,1,0
12835,'2023/06/12 23:34:51:754',18,0,0,0,0,0,0,0,0,1,0
12836,'2023/06/12 23:34:51:766',18,0,0,0,0,0,0,0,0,1,0
12837,'2023/06/12 23:34:51:778',18,0,0,0,0,0,0,0,0,1,0
12838,'2023/06/12 23:34:51:801',18,0,0,0,0,0,0,0,0,1,0
12839,'2023/06/12 23:34:51:812',18,0,0,0,0,0,0,0,0,1,0
12840,'2023/06/12 23:34:51:824',18,0.013805,0.008805,0.007434,0.015282,0.012624,0,0,0,1,0
12841,'2023/06/12 23:34:51:848',18,6.897419,3.431848,1.97967,16.319674,5.963416,0,0,0,1,0
12842,'2023/06/12 23:34:51:859',18,17.672796,7.698042,4.680225,36.808952,14.456246,0,0,0,1,0
12843,'2023/06/12 23:34:51:871',18,23.765148,12.097903,6.535093,50.94223,19.204248,0,0,0,1,0
12844,'2023/06/12 23:34:51:894',18,24.96579,14.334563,7.871355,61.270943,18.686743,0,0,0,1,0
12845,'2023/06/12 23:34:51:905',18,24.01779,16.444977,7.760296,92.168083,18.581457,0,0,0,1,0
12846,'2023/06/12 23:34:51:917',18,27.499569,18.894106,8.93501,116.520584,23.550516,0,0,0,1,0
12847,'2023/06/12 23:34:51:941',18,31.033724,21.609652,9.988783,146.651337,28.689226,0,0,0,1,0
12848,'2023/06/12 23:34:51:951',18,30.012568,21.087543,10.924957,175.909424,29.153275,0,0,0,1,0
12849,'2023/06/12 23:34:51:975',18,29.838842,23.142664,13.225767,176.496796,30.003967,0,0,0,1,0
12850,'2023/06/12 23:34:51:986',18,30.771553,33.836605,14.57255,154.211456,32.289925,0,0,0,1,0
12851,'2023/06/12 23:34:51:998',18,40.195133,31.699497,13.910685,117.163963,41.114204,0,0,0,1,0
12852,'2023/06/12 23:34:52:021',18,42.719707,23.035156,13.088731,94.795662,43.615707,0,0,0,1,0
12853,'2023/06/12 23:34:52:033',18,40.021656,26.673519,15.057221,101.316452,40.692123,0,0,0,1,0
12854,'2023/06/12 23:34:52:044',18,32.405239,29.175888,14.406236,115.532349,32.850216,0,0,0,1,0
12855,'2023/06/12 23:34:52:068',18,28.328382,28.680143,14.679487,129.05986,29.113628,0,0,0,1,0
12856,'2023/06/12 23:34:52:079',18,29.881742,34.165806,16.304409,138.825623,31.139549,0,0,0,1,0
12857,'2023/06/12 23:34:52:092',18,31.969395,31.926744,15.558113,151.463379,32.658333,0,0,0,1,0
12858,'2023/06/12 23:34:52:115',18,32.577358,31.001169,15.005931,165.32193,32.891762,0,0,0,1,0
12859,'2023/06/12 23:34:52:126',18,31.066545,28.219076,16.182571,171.907913,31.544294,0,0,0,1,0
12860,'2023/06/12 23:34:52:137',18,35.487003,39.837986,15.856646,165.223679,36.017864,0,0,0,1,0
12861,'2023/06/12 23:34:52:161',18,34.888351,44.457161,15.302538,145.753525,35.811069,0,0,0,1,0
12862,'2023/06/12 23:34:52:172',18,38.372929,34.657635,16.569902,118.468124,38.949764,0,0,0,1,0
12863,'2023/06/12 23:34:52:184',18,41.099899,30.830822,15.903104,97.202507,41.106407,0,0,0,1,0
12864,'2023/06/12 23:34:52:208',18,38.698074,29.631252,14.372533,100.46965,39.020966,0,0,0,1,0
12865,'2023/06/12 23:34:52:219',18,39.612034,28.413033,14.637418,115.282112,39.730053,0,0,0,1,0
12866,'2023/06/12 23:34:52:230',18,41.388847,28.598848,14.028743,119.741791,41.815273,0,0,0,1,0
12867,'2023/06/12 23:34:52:253',18,46.598354,31.018568,13.172325,122.805191,47.022533,0,0,0,1,0
12868,'2023/06/12 23:34:52:265',18,50.352238,31.437304,13.798766,142.016678,50.410015,0,0,0,1,0
12869,'2023/06/12 23:34:52:277',18,50.674927,28.765863,12.334473,140.577347,51.159924,0,0,0,1,0
12870,'2023/06/12 23:34:52:300',18,49.026836,28.329121,10.701565,114.709122,49.550579,0,0,0,1,0
12871,'2023/06/12 23:34:52:311',18,46.364601,29.942614,10.614654,122.49469,46.283272,0,0,0,1,0
12872,'2023/06/12 23:34:52:323',18,43.834953,32.637562,10.141815,136.312042,42.194855,0,0,0,1,0
12873,'2023/06/12 23:34:52:346',18,39.472034,34.873535,9.304008,143.684021,37.344555,0,0,0,1,0
12874,'2023/06/12 23:34:52:358',18,38.51656,38.312714,9.715981,146.017822,36.069878,0,0,0,1,0
12875,'2023/06/12 23:34:52:381',18,41.369213,38.710575,9.500485,141.523224,39.135315,0,0,0,1,0
12876,'2023/06/12 23:34:52:393',18,41.503193,36.348431,9.135293,135.345367,39.721439,0,0,0,1,0
12877,'2023/06/12 23:34:52:404',18,39.895775,32.929306,9.289208,135.074738,38.687599,0,0,0,1,0
12878,'2023/06/12 23:34:52:428',18,39.284149,31.139475,9.079506,133.856476,37.893314,0,0,0,1,0
12879,'2023/06/12 23:34:52:439',18,39.206161,31.017118,8.976728,134.148163,37.793934,0,0,0,1,0
12880,'2023/06/12 23:34:52:451',18,40.632442,30.622517,9.52999,137.354843,39.064774,0,0,0,1,0
12881,'2023/06/12 23:34:52:475',18,41.58992,28.094286,9.860337,135.805588,40.091084,0,0,0,1,0
12882,'2023/06/12 23:34:52:485',18,38.074722,22.69318,9.481663,127.072289,37.131001,0,0,0,1,0
12883,'2023/06/12 23:34:52:497',18,37.847542,20.649549,10.253371,124.708038,37.034538,0,0,0,1,0
12884,'2023/06/12 23:34:52:520',18,39.469902,24.935429,10.322272,130.229568,38.493969,0,0,0,1,0
12885,'2023/06/12 23:34:52:532',18,40.832985,30.515692,9.807713,136.727219,39.078751,0,0,0,1,0
12886,'2023/06/12 23:34:52:544',18,39.746742,34.381443,10.056987,140.703918,38.380829,0,0,0,1,0
12887,'2023/06/12 23:34:52:567',18,39.376221,35.198891,9.701347,141.10466,37.607048,0,0,0,1,0
12888,'2023/06/12 23:34:52:579',18,39.511086,32.739391,9.818732,136.501099,38.000671,0,0,0,1,0
12889,'2023/06/12 23:34:52:591',18,39.163177,29.678846,10.243199,132.534485,37.754539,0,0,0,1,0
12890,'2023/06/12 23:34:52:613',18,38.642658,30.031298,10.447988,132.759796,36.326363,0,0,0,1,0
12891,'2023/06/12 23:34:52:625',18,43.179329,35.600044,9.455511,133.685913,39.285069,0,0,0,1,0
12892,'2023/06/12 23:34:52:636',18,55.137642,46.197273,8.887318,127.240715,51.046864,0,0,0,1,0
12893,'2023/06/12 23:34:52:660',18,55.002369,53.521896,9.029233,111.844536,52.593796,0,0,0,1,0
12894,'2023/06/12 23:34:52:671',18,40.526062,43.334305,8.394263,117.446304,37.891495,0,0,0,1,0
12895,'2023/06/12 23:34:52:683',18,20.775682,24.159445,5.920739,145.130493,16.351458,0,0,0,1,0
12896,'2023/06/12 23:34:52:707',18,18.558548,23.526217,5.124857,102.766197,14.006536,0,0,0,1,0
12897,'2023/06/12 23:34:52:718',18,24.139566,33.574295,7.007255,77.136101,20.99514,0,0,0,1,0
12898,'2023/06/12 23:34:52:729',18,25.595989,40.238167,8.4532,108.296799,23.019276,0,0,0,1,0
12899,'2023/06/12 23:34:52:753',18,20.107817,36.040234,7.84452,120.347961,15.824314,0,0,0,1,0
12900,'2023/06/12 23:34:52:764',18,24.231241,23.216593,4.837142,122.273682,20.239565,0,0,0,1,0
12901,'2023/06/12 23:34:52:788',18,29.979755,16.903376,3.449701,116.830658,26.675968,0,0,0,1,0
12902,'2023/06/12 23:34:52:799',18,25.537903,13.241705,3.470966,142.357452,22.740192,0,0,0,1,0
12903,'2023/06/12 23:34:52:811',18,18.802273,9.55574,3.690894,129.800705,14.376844,0,0,0,1,0
12904,'2023/06/12 23:34:52:834',18,24.623224,12.586937,6.790992,60.818291,11.635433,0,0,0,1,0
12905,'2023/06/12 23:34:52:846',18,38.851204,16.363104,15.196335,22.941151,18.730396,0,0,0,1,0
12906,'2023/06/12 23:34:52:857',18,42.673653,16.250645,24.202311,32.736752,24.911478,0,0,0,1,0
12907,'2023/06/12 23:34:52:880',18,32.299557,15.402059,21.640289,43.290886,22.359684,0,0,0,1,0
12908,'2023/06/12 23:34:52:892',18,34.386398,15.889664,19.166986,33.732025,15.009522,0,0,0,1,0
12909,'2023/06/12 23:34:52:903',18,37.836029,15.279563,15.809443,24.993513,9.416142,0,0,0,1,0
12910,'2023/06/12 23:34:52:927',18,44.586006,12.836334,11.315752,27.255833,9.977817,0,0,0,1,0
12911,'2023/06/12 23:34:52:939',18,44.585583,9.165619,7.20858,29.531851,15.475081,0,0,0,1,0
12912,'2023/06/12 23:34:52:950',18,25.385687,8.581443,6.154892,29.016603,13.429056,0,0,0,1,0
12913,'2023/06/12 23:34:52:974',18,16.390497,33.626553,13.254198,27.330088,12.770802,0,0,0,1,0
12914,'2023/06/12 23:34:52:985',18,17.526312,36.643253,15.386495,20.959709,18.877138,0,0,0,1,0
12915,'2023/06/12 23:34:52:996',18,11.552236,17.115261,10.628759,8.151217,16.499434,0,0,0,1,0
12916,'2023/06/12 23:34:53:020',18,3.859489,4.512972,5.106459,2.811089,9.587021,0,0,0,1,0
12917,'2023/06/12 23:34:53:031',18,1.020576,0.612766,2.932113,0.960791,5.573146,0,0,0,1,0
12918,'2023/06/12 23:34:53:043',18,0.24874,0.028072,1.73872,0.344201,3.359584,0,0,0,1,0
12919,'2023/06/12 23:34:53:066',18,0.065458,0.01229,1.062011,0.127646,2.058951,0,0,0,1,0
12920,'2023/06/12 23:34:53:078',18,0.017639,0.005848,0.624674,0.047588,1.260161,0,0,0,1,0
12921,'2023/06/12 23:34:53:089',18,0.004617,0.002738,0.37914,0.017829,0.771053,0,0,0,1,0
12922,'2023/06/12 23:34:53:113',18,0.001228,0.001287,0.228749,0.006692,0.471375,0,0,0,1,0
12923,'2023/06/12 23:34:53:124',18,0.000329,0.000615,0.134844,0.002507,0.287659,0,0,0,1,0
12924,'2023/06/12 23:34:53:136',18,0.000086,0.000293,0.082591,0.000935,0.175322,0,0,0,1,0
12925,'2023/06/12 23:34:53:159',18,0.000023,0.000137,0.049009,0.000346,0.106579,0,0,0,1,0
12926,'2023/06/12 23:34:53:171',18,0.000006,0.000064,0.029285,0.000128,0.064829,0,0,0,1,0
12927,'2023/06/12 23:34:53:194',18,0.000002,0.000031,0.017893,0.000048,0.03943,0,0,0,1,0
12928,'2023/06/12 23:34:53:206',18,0,0.000015,0.010526,0.000018,0.023993,0,0,0,1,0
12929,'2023/06/12 23:34:53:217',18,0,0.000007,0.006386,0.000007,0.014614,0,0,0,1,0
12930,'2023/06/12 23:34:53:241',18,0,0.000003,0.003855,0.000002,0.008913,0,0,0,1,0
12931,'2023/06/12 23:34:53:252',18,0,0.000002,0.002272,0.000001,0.005444,0,0,0,1,0
12932,'2023/06/12 23:34:53:264',18,0,0.000001,0.001391,0,0.00333,0,0,0,1,0
12933,'2023/06/12 23:34:53:287',18,0,0,0.000827,0,0.002039,0,0,0,1,0
12934,'2023/06/12 23:34:53:299',18,0,0,0.000493,0,0.00125,0,0,0,1,0
12935,'2023/06/12 23:34:53:310',18,0,0,0.000302,0,0.000766,0,0,0,1,0
12936,'2023/06/12 23:34:53:333',18,0,0,0.000178,0,0.000469,0,0,0,1,0
12937,'2023/06/12 23:34:53:345',18,0,0,0.000108,0,0.000287,0,0,0,1,0
12938,'2023/06/12 23:34:53:357',18,0,0,0.000065,0,0.000176,0,0,0,1,0
12939,'2023/06/12 23:34:53:380',18,0,0,0.000038,0,0.000107,0,0,0,1,0
12940,'2023/06/12 23:34:53:391',18,0,0,0.000023,0,0.000065,0,0,0,1,0
12941,'2023/06/12 23:34:53:403',18,0,0,0.000014,0,0.00004,0,0,0,1,0
12942,'2023/06/12 23:34:53:426',18,0,0,0.000008,0,0.000024,0,0,0,1,0
12943,'2023/06/12 23:34:53:437',18,0,0,0.000005,0,0.000015,0,0,0,1,0
12944,'2023/06/12 23:34:53:449',18,0,0,0.000003,0,0.000009,0,0,0,1,0
12945,'2023/06/12 23:34:53:473',18,0,0,0.000002,0,0.000005,0,0,0,1,0
12946,'2023/06/12 23:34:53:484',18,0,0,0.000001,0,0.000003,0,0,0,1,0
12947,'2023/06/12 23:34:53:496',18,0,0,0.000001,0,0.000002,0,0,0,1,0
12948,'2023/06/12 23:34:53:519',18,0,0,0,0,0.000001,0,0,0,1,0
12949,'2023/06/12 23:34:53:531',18,0,0,0,0,0.000001,0,0,0,1,0
12950,'2023/06/12 23:34:53:543',18,0,0,0,0,0,0,0,0,1,0
12951,'2023/06/12 23:34:53:565',18,0,0,0,0,0,0,0,0,1,0
12952,'2023/06/12 23:34:53:577',18,0,0,0,0,0,0,0,0,1,0
12953,'2023/06/12 23:34:53:600',18,0,0,0,0,0,0,0,0,1,0
12954,'2023/06/12 23:34:53:612',18,0,0,0,0,0,0,0,0,1,0
12955,'2023/06/12 23:34:53:624',18,0,0,0,0,0,0,0,0,1,0
12956,'2023/06/12 23:34:53:647',18,0,0,0,0,0,0,0,0,1,0
12957,'2023/06/12 23:34:53:658',18,0,0,0,0,0,0,0,0,1,0
12958,'2023/06/12 23:34:53:670',18,0,0,0,0,0,0,0,0,1,0
12959,'2023/06/12 23:34:53:693',18,0,0,0,0,0,0,0,0,1,0
12960,'2023/06/12 23:34:53:705',18,0,0,0,0,0,0,0,0,1,0
12961,'2023/06/12 23:34:53:717',18,0,0,0,0,0,0,0,0,1,0
12962,'2023/06/12 23:34:53:740',18,0,0,0,0,0,0,0,0,1,0
12963,'2023/06/12 23:34:53:751',18,0,0,0,0,0,0,0,0,1,0
12964,'2023/06/12 23:34:53:763',18,0,0,0,0,0,0,0,0,1,0
12965,'2023/06/12 23:34:53:786',18,0,0,0,0,0,0,0,0,1,0
12966,'2023/06/12 23:34:53:798',18,0,0,0,0,0,0,0,0,1,0
12967,'2023/06/12 23:34:53:810',18,0,0,0,0,0,0,0,0,1,0
12968,'2023/06/12 23:34:53:833',18,0,0,0,0,0,0,0,0,1,0
12969,'2023/06/12 23:34:53:844',18,0,0,0,0,0,0,0,0,1,0
12970,'2023/06/12 23:34:53:856',18,0,0,0,0,0,0,0,0,1,0
12971,'2023/06/12 23:34:53:879',18,0,0,0,0,0,0,0,0,1,0
12972,'2023/06/12 23:34:53:890',18,0,0,0,0,0,0,0,0,1,0
12973,'2023/06/12 23:34:53:902',18,0,0,0,0,0,0,0,0,1,0
12974,'2023/06/12 23:34:53:926',18,0,0,0,0,0,0,0,0,1,0
12975,'2023/06/12 23:34:53:937',18,0,0,0,0,0,0,0,0,1,0
12976,'2023/06/12 23:34:53:948',18,0,0,0,0,0,0,0,0,1,0
12977,'2023/06/12 23:34:53:972',18,0,0,0,0,0,0,0,0,1,0
12978,'2023/06/12 23:34:53:984',18,0,0,0,0,0,0,0,0,1,0
12979,'2023/06/12 23:34:53:996',18,0,0,0,0,0,0,0,0,1,0
12980,'2023/06/12 23:34:54:018',18,0,0,0,0,0,0,0,0,1,0
12981,'2023/06/12 23:34:54:030',18,0,0,0,0,0,0,0,0,1,0
12982,'2023/06/12 23:34:54:053',18,0,0,0,0,0,0,0,0,1,0
12983,'2023/06/12 23:34:54:065',18,0,0,0,0,0,0,0,0,1,0
12984,'2023/06/12 23:34:54:077',18,0,0,0,0,0,0,0,0,1,0
12985,'2023/06/12 23:34:54:099',18,0,0,0,0,0,0,0,0,1,0
12986,'2023/06/12 23:34:54:111',18,0,0,0,0,0,0,0,0,1,0
12987,'2023/06/12 23:34:54:123',18,0,0,0,0,0,0,0,0,1,0
12988,'2023/06/12 23:34:54:146',18,0,0,0,0,0,0,0,0,1,0
12989,'2023/06/12 23:34:54:157',18,0,0,0,0,0,0,0,0,1,0
12990,'2023/06/12 23:34:54:169',18,0,0,0,0,0,0,0,0,1,0
12991,'2023/06/12 23:34:54:193',18,0,0,0,0,0,0,0,0,1,0
12992,'2023/06/12 23:34:54:204',18,0,0,0,0,0,0,0,0,1,0
12993,'2023/06/12 23:34:54:216',18,0,0,0,0,0,0,0,0,1,0
12994,'2023/06/12 23:34:54:239',18,0,0,0,0,0,0,0,0,1,0
12995,'2023/06/12 23:34:54:250',18,0,0,0,0,0,0,0,0,1,0
12996,'2023/06/12 23:34:54:262',18,0,0,0,0,0,0,0,0,1,0
12997,'2023/06/12 23:34:54:285',18,0,0,0,0,0,0,0,0,1,0
12998,'2023/06/12 23:34:54:297',18,0,0,0,0,0,0,0,0,1,0
12999,'2023/06/12 23:34:54:309',18,0,0,0,0,0,0,0,0,1,0
13000,'2023/06/12 23:34:54:332',18,0,0,0,0,0,0,0,0,1,0
13001,'2023/06/12 23:34:54:343',18,0,0,0,0,0,0,0,0,1,0
13002,'2023/06/12 23:34:54:355',18,0,0,0,0,0,0,0,0,1,0
13003,'2023/06/12 23:34:54:378',18,0,0,0,0,0,0,0,0,1,0
13004,'2023/06/12 23:34:54:390',18,0,0,0,0,0,0,0,0,1,0
13005,'2023/06/12 23:34:54:401',18,0,0,0,0,0,0,0,0,1,0
13006,'2023/06/12 23:34:54:425',18,0,0,0,0,0,0,0,0,1,0
13007,'2023/06/12 23:34:54:436',18,0,0,0,0,0,0,0,0,1,0
13008,'2023/06/12 23:34:54:459',18,0,0,0,0,0,0,0,0,1,0
13009,'2023/06/12 23:34:54:471',18,0,0,0,0,0,0,0,0,1,0
13010,'2023/06/12 23:34:54:483',18,0,0,0,0,0,0,0,0,1,0
13011,'2023/06/12 23:34:54:506',18,0,0,0,0,0,0,0,0,1,0
13012,'2023/06/12 23:34:54:517',18,0,0,0,0,0,0,0,0,1,0
13013,'2023/06/12 23:34:54:529',18,0,0,0,0,0,0,0,0,1,0
13014,'2023/06/12 23:34:54:552',18,0,0,0,0,0,0,0,0,1,0
13015,'2023/06/12 23:34:54:564',18,0,0,0,0,0,0,0,0,1,0
13016,'2023/06/12 23:34:54:576',18,0,0,0,0,0,0,0,0,1,0
13017,'2023/06/12 23:34:54:599',18,0,0,0,0,0,0,0,0,1,0
13018,'2023/06/12 23:34:54:610',18,0,0,0,0,0,0,0,0,1,0
13019,'2023/06/12 23:34:54:622',18,0,0,0,0,0,0,0,0,1,0
13020,'2023/06/12 23:34:54:645',18,0,0,0,0,0,0,0,0,1,0
13021,'2023/06/12 23:34:54:657',18,0,0,0,0,0,0,0,0,1,0
13022,'2023/06/12 23:34:54:668',18,0,0,0,0,0,0,0,0,1,0
13023,'2023/06/12 23:34:54:692',18,0,0,0,0,0,0,0,0,1,0
13024,'2023/06/12 23:34:54:703',18,0,0,0,0,0,0,0,0,1,0
13025,'2023/06/12 23:34:54:715',18,0,0,0,0,0,0,0,0,1,0
13026,'2023/06/12 23:34:54:738',18,0,0,0,0,0,0,0,0,1,0
13027,'2023/06/12 23:34:54:752',18,0,0,0,0,0,0,0,0,1,0
13028,'2023/06/12 23:34:54:762',18,0,0,0,0,0,0,0,0,1,0
13029,'2023/06/12 23:34:54:784',18,0,0,0,0,0,0,0,0,1,0
13030,'2023/06/12 23:34:54:796',18,0,0,0,0,0,0,0,0,1,0
13031,'2023/06/12 23:34:54:808',18,0,0,0,0,0,0,0,0,1,0
13032,'2023/06/12 23:34:54:831',18,0,0,0,0,0,0,0,0,1,0
13033,'2023/06/12 23:34:54:842',18,0,0,0,0,0,0,0,0,1,0
13034,'2023/06/12 23:34:54:866',18,0,0,0,0,0,0,0,0,1,0
13035,'2023/06/12 23:34:54:877',18,0,0,0,0,0,0,0,0,1,0
13036,'2023/06/12 23:34:54:889',18,0,0,0,0,0,0,0,0,1,0
13037,'2023/06/12 23:34:54:912',18,0,0,0,0,0,0,0,0,1,0
13038,'2023/06/12 23:34:54:924',18,0,0,0,0,0,0,0,0,1,0
13039,'2023/06/12 23:34:54:935',18,0,0,0,0,0,0,0,0,1,0
13040,'2023/06/12 23:34:54:959',18,0,0,0,0,0,0,0,0,1,0
13041,'2023/06/12 23:34:54:970',18,0,0,0,0,0,0,0,0,1,0
13042,'2023/06/12 23:34:54:982',18,0,0,0,0,0,0,0,0,1,0
13043,'2023/06/12 23:34:55:005',18,0,0,0,0,0,0,0,0,1,0
13044,'2023/06/12 23:34:55:017',18,0,0,0,0,0,0,0,0,1,0
13045,'2023/06/12 23:34:55:028',18,0,0,0,0,0,0,0,0,1,0
13046,'2023/06/12 23:34:55:052',18,0,0,0,0,0,0,0,0,1,0
13047,'2023/06/12 23:34:55:063',18,0,0,0,0,0,0,0,0,1,0
13048,'2023/06/12 23:34:55:075',18,0,0,0,0,0,0,0,0,1,0
13049,'2023/06/12 23:34:55:098',18,0,0,0,0,0,0,0,0,1,0
13050,'2023/06/12 23:34:55:110',18,0,0,0,0,0,0,0,0,1,0
13051,'2023/06/12 23:34:55:121',18,0,0,0,0,0,0,0,0,1,0
13052,'2023/06/12 23:34:55:144',18,0,0,0,0,0,0,0,0,1,0
13053,'2023/06/12 23:34:55:156',18,0,0,0,0,0,0,0,0,1,0
13054,'2023/06/12 23:34:55:168',18,0,0,0,0,0,0,0,0,1,0
13055,'2023/06/12 23:34:55:191',18,0,0,0,0,0,0,0,0,1,0
13056,'2023/06/12 23:34:55:202',18,0,0,0,0,0,0,0,0,1,0
13057,'2023/06/12 23:34:55:597',19,0,0,0,0,0,0,0,0,1,0
