@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
5949,'2023/06/13 10:21:51:477',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5950,'2023/06/13 10:21:51:499',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5951,'2023/06/13 10:21:51:520',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5952,'2023/06/13 10:21:51:545',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5953,'2023/06/13 10:21:51:566',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5954,'2023/06/13 10:21:51:591',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5955,'2023/06/13 10:21:51:616',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5956,'2023/06/13 10:21:51:635',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5957,'2023/06/13 10:21:51:659',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5958,'2023/06/13 10:21:51:682',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5959,'2023/06/13 10:21:51:706',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5960,'2023/06/13 10:21:51:732',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5961,'2023/06/13 10:21:51:752',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5962,'2023/06/13 10:21:51:778',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5963,'2023/06/13 10:21:51:802',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5964,'2023/06/13 10:21:51:821',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5965,'2023/06/13 10:21:51:846',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5966,'2023/06/13 10:21:51:871',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5967,'2023/06/13 10:21:51:896',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5968,'2023/06/13 10:21:51:915',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5969,'2023/06/13 10:21:51:938',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5970,'2023/06/13 10:21:51:963',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5971,'2023/06/13 10:21:51:987',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5972,'2023/06/13 10:21:52:011',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5973,'2023/06/13 10:21:52:029',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5974,'2023/06/13 10:21:52:054',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5975,'2023/06/13 10:21:52:077',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5976,'2023/06/13 10:21:52:102',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5977,'2023/06/13 10:21:52:125',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5978,'2023/06/13 10:21:52:149',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5979,'2023/06/13 10:21:52:173',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5980,'2023/06/13 10:21:52:196',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5981,'2023/06/13 10:21:52:221',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5982,'2023/06/13 10:21:52:241',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5983,'2023/06/13 10:21:52:266',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5984,'2023/06/13 10:21:52:285',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5985,'2023/06/13 10:21:52:311',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5986,'2023/06/13 10:21:52:337',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5987,'2023/06/13 10:21:52:355',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5988,'2023/06/13 10:21:52:380',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5989,'2023/06/13 10:21:52:404',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5990,'2023/06/13 10:21:52:429',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5991,'2023/06/13 10:21:52:449',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5992,'2023/06/13 10:21:52:474',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5993,'2023/06/13 10:21:52:498',5,0,0,0,0,0,0,0.007063,-0.000709,0.000201
5994,'2023/06/13 10:21:52:521',5,0,0,0,0,0,0,0.04,-0.000709,0.000201
5995,'2023/06/13 10:21:52:540',5,0,0,0,0,0,0,0.14,-0.000709,0.000201
5996,'2023/06/13 10:21:52:565',5,0,0,0,0,0,0,0.36,-0.000709,0.000201
5997,'2023/06/13 10:21:52:589',5,0,0,0,0,0,0,0.59,-0.000709,0.000201
5998,'2023/06/13 10:21:52:612',5,0,0,0,0,0,0,0.87,-0.000709,0.000201
5999,'2023/06/13 10:21:52:637',5,0,0,0,0,0,0,1,-0.000709,0.000201
6000,'2023/06/13 10:21:52:662',5,0,0,0,0,0,0,1,-0.000709,0.000201
6001,'2023/06/13 10:21:52:683',5,202.249496,458.732727,202.249496,458.732727,0,0,1,-0.000709,0.000201
6002,'2023/06/13 10:21:52:707',5,324.339935,1619.878662,324.339935,1619.878662,0,0,1,-0.000709,0.000201
6003,'2023/06/13 10:21:52:726',5,334.250946,342.645508,334.250946,342.645508,0,0,1,-0.000709,0.000201
6004,'2023/06/13 10:21:52:752',5,275.918243,428.593323,275.918243,428.593323,0,0,1,-0.000709,0.000201
6005,'2023/06/13 10:21:52:779',5,259.785889,509.934601,259.785889,509.934601,0,0,1,-0.000709,0.000201
6006,'2023/06/13 10:21:52:803',5,267.309784,490.583191,267.309784,490.583191,0,0,1,-0.000709,0.000201
6007,'2023/06/13 10:21:52:826',5,298.577148,388.867676,298.577148,388.867676,0,0,1,-0.000709,0.000201
6008,'2023/06/13 10:21:52:849',5,300.072388,407.478333,300.072388,407.478333,0,0,1,-0.000709,0.000201
6009,'2023/06/13 10:21:52:869',5,300.285065,369.073914,300.285065,369.073914,0,0,1,-0.000709,0.000201
6010,'2023/06/13 10:21:52:898',5,229.276733,300.823364,229.276733,300.823364,0,0,1,-0.000709,0.000201
6011,'2023/06/13 10:21:52:921',5,279.785248,454.092163,279.785248,454.092163,0,0,1,-0.000709,0.000201
6012,'2023/06/13 10:21:52:936',5,0,0,0,0,0,0,1,-0.000709,0.000201
6013,'2023/06/13 10:21:52:961',5,0,0,0,0,0,0,1,-0.000709,0.000201
6014,'2023/06/13 10:21:52:989',5,313.078827,367.143707,313.078827,367.143707,0,0,1,-0.000709,0.000201
6015,'2023/06/13 10:21:53:012',5,301.385498,1369.076172,301.385498,1369.076172,0,0,1,-0.000709,0.000201
6016,'2023/06/13 10:21:53:033',5,273.351379,512.722046,273.351379,512.722046,0,0,1,-0.000709,0.000201
6017,'2023/06/13 10:21:53:053',5,0,0,0,0,0,0,1,-0.000709,0.000201
6018,'2023/06/13 10:21:53:081',5,237.164413,376.084991,237.164413,376.084991,0,0,1,-0.000709,0.000201
6019,'2023/06/13 10:21:53:101',5,0,0,0,0,0,0,1,-0.000709,0.000201
6020,'2023/06/13 10:21:53:126',5,0,0,0,0,0,0,1,-0.000709,0.000201
6021,'2023/06/13 10:21:53:148',5,249.304337,524.115295,249.304337,524.115295,0,0,1,-0.000709,0.000201
6022,'2023/06/13 10:21:53:171',5,0,0,0,0,0,0,1,-0.000709,0.000201
6023,'2023/06/13 10:21:53:191',5,0,0,0,0,0,0,1,-0.000709,0.000201
6024,'2023/06/13 10:21:53:217',5,334.184784,399.138794,334.184784,399.138794,0,0,1,-0.000709,0.000201
6025,'2023/06/13 10:21:53:245',5,331.096649,1476.322876,331.096649,1476.322876,0,0,1,-0.000709,0.000201
6026,'2023/06/13 10:21:53:265',5,0,0,0,0,0,0,1,-0.000709,0.000201
6027,'2023/06/13 10:21:53:287',5,235.805878,403.559662,235.805878,403.559662,0,0,1,-0.000709,0.000201
6028,'2023/06/13 10:21:53:311',5,0,0,0,0,0,0,1,-0.000709,0.000201
6029,'2023/06/13 10:21:53:335',5,0,0,0,0,0,0,1,-0.000709,0.000201
6030,'2023/06/13 10:21:53:353',5,0,0,0,0,0,0,1,-0.000709,0.000201
6031,'2023/06/13 10:21:53:380',5,336.142426,390.023468,336.142426,390.023468,0,0,1,-0.000709,0.000201
6032,'2023/06/13 10:21:53:407',5,306.274261,325.906433,306.274261,325.906433,0,0,1,-0.000709,0.000201
6033,'2023/06/13 10:21:53:427',5,0,0,0,0,0,0,1,-0.000709,0.000201
6034,'2023/06/13 10:21:53:446',5,0,0,0,0,0,0,1,-0.000709,0.000201
6035,'2023/06/13 10:21:53:472',5,0,0,0,0,0,0,1,-0.000709,0.000201
6036,'2023/06/13 10:21:53:498',5,0,0,0,0,0,0,1,-0.000709,0.000201
6037,'2023/06/13 10:21:53:518',5,0,0,0,0,0,0,1,-0.000709,0.000201
6038,'2023/06/13 10:21:53:543',5,0,0,0,0,0,0,1,-0.000709,0.000201
6039,'2023/06/13 10:21:53:564',5,319.213989,1457.519897,319.213989,1457.519897,0,0,1,-0.000709,0.000201
6040,'2023/06/13 10:21:53:591',5,313.730164,1544.849487,313.730164,1544.849487,0,0,1,-0.000709,0.000201
6041,'2023/06/13 10:21:53:613',5,288.639496,411.803345,288.639496,411.803345,0,0,1,-0.000709,0.000201
6042,'2023/06/13 10:21:53:635',5,230.235718,270.64502,230.235718,270.64502,0,0,1,-0.000709,0.000201
6043,'2023/06/13 10:21:53:658',5,259.461365,1446.962891,259.461365,1446.962891,0,0,1,-0.000709,0.000201
6044,'2023/06/13 10:21:53:682',5,0,0,0,0,0,0,1,-0.000709,0.000201
6045,'2023/06/13 10:21:53:704',5,0,0,0,0,0,0,1,-0.000709,0.000201
6046,'2023/06/13 10:21:53:733',5,333.05188,433.736542,333.05188,433.736542,0,0,1,-0.000709,0.000201
6047,'2023/06/13 10:21:53:756',5,295.870911,320.276764,295.870911,320.276764,0,0,1,-0.000709,0.000201
6048,'2023/06/13 10:21:53:779',5,271.132843,309.025482,271.132843,309.025482,0,0,1,-0.000709,0.000201
6049,'2023/06/13 10:21:53:803',5,291.464417,335.826416,291.464417,335.826416,0,0,1,-0.000709,0.000201
6050,'2023/06/13 10:21:53:825',5,261.503265,1144.14917,261.503265,1144.14917,0,0,1,-0.000709,0.000201
6051,'2023/06/13 10:21:53:845',5,277.810608,1656.576782,277.810608,1656.576782,0,0,1,-0.000709,0.000201
6052,'2023/06/13 10:21:53:865',5,0,0,0,0,0,0,1,-0.000709,0.000201
6053,'2023/06/13 10:21:53:891',5,327.217651,1421.604614,327.217651,1421.604614,0,0,1,-0.000709,0.000201
6054,'2023/06/13 10:21:53:911',5,0,0,0,0,0,0,1,-0.000709,0.000201
6055,'2023/06/13 10:21:53:936',5,0,0,0,0,0,0,1,-0.000709,0.000201
6056,'2023/06/13 10:21:53:963',5,256.160187,361.413757,256.160187,361.413757,0,0,1,-0.000709,0.000201
6057,'2023/06/13 10:21:53:986',5,259.214539,419.326904,259.214539,419.326904,0,0,1,-0.000709,0.000201
6058,'2023/06/13 10:21:54:009',5,259.620789,334.900604,259.620789,334.900604,0,0,1,-0.000709,0.000201
6059,'2023/06/13 10:21:54:028',5,0,0,0,0,0,0,1,-0.000709,0.000201
6060,'2023/06/13 10:21:54:055',5,255.863312,345.663269,255.863312,345.663269,0,0,1,-0.000709,0.000201
6061,'2023/06/13 10:21:54:074',5,339.637665,1587.204224,339.637665,1587.204224,0,0,1,-0.000709,0.000201
6062,'2023/06/13 10:21:54:100',5,0,0,0,0,0,0,1,-0.000709,0.000201
6063,'2023/06/13 10:21:54:126',5,291.013611,1805.724976,291.013611,1805.724976,0,0,1,-0.000709,0.000201
6064,'2023/06/13 10:21:54:148',5,287.07608,1004.47876,287.07608,1004.47876,0,0,1,-0.000709,0.000201
6065,'2023/06/13 10:21:54:170',5,306.882751,1188.299316,306.882751,1188.299316,0,0,1,-0.000709,0.000201
6066,'2023/06/13 10:21:54:190',5,0,0,0,0,0,0,1,-0.000709,0.000201
6067,'2023/06/13 10:21:54:213',5,0,0,0,0,0,0,1,-0.000709,0.000201
6068,'2023/06/13 10:21:54:241',5,272.816956,1266.347656,272.816956,1266.347656,0,0,1,-0.000709,0.000201
6069,'2023/06/13 10:21:54:262',5,286.482788,514.65918,286.482788,514.65918,0,0,1,-0.000709,0.000201
6070,'2023/06/13 10:21:54:291',5,304.166107,392.829559,304.166107,392.829559,0,0,1,-0.000709,0.000201
6071,'2023/06/13 10:21:54:312',5,319.152069,372.104431,319.152069,372.104431,0,0,1,-0.000709,0.000201
6072,'2023/06/13 10:21:54:337',5,306.957062,321.903107,306.957062,321.903107,0,0,1,-0.000709,0.000201
6073,'2023/06/13 10:21:54:360',5,280.770447,386.399933,280.770447,386.399933,0,0,1,-0.000709,0.000201
6074,'2023/06/13 10:21:54:380',5,274.338531,422.829834,274.338531,422.829834,0,0,1,-0.000709,0.000201
6075,'2023/06/13 10:21:54:399',5,0,0,0,0,0,0,1,-0.000709,0.000201
6076,'2023/06/13 10:21:54:426',5,243.966461,409.928284,243.966461,409.928284,0,0,1,-0.000709,0.000201
6077,'2023/06/13 10:21:54:449',5,0,0,0,0,0,0,1,-0.000709,0.000201
6078,'2023/06/13 10:21:54:469',5,0,0,0,0,0,0,1,-0.000709,0.000201
6079,'2023/06/13 10:21:54:496',5,0,0,0,0,0,0,1,-0.000709,0.000201
6080,'2023/06/13 10:21:54:516',5,81.65416,354.899292,81.65416,354.899292,0,0,1,-0.000709,0.000201
6081,'2023/06/13 10:21:54:542',5,0,0,0,0,0,0,1,-0.000709,0.000201
6082,'2023/06/13 10:21:54:562',5,0,0,0,0,0,0,1,-0.000709,0.000201
6083,'2023/06/13 10:21:54:591',5,229.747192,313.751068,229.747192,313.751068,0,0,1,-0.000709,0.000201
6084,'2023/06/13 10:21:54:613',5,302.028137,333.108795,302.028137,333.108795,0,0,1,-0.000709,0.000201
6085,'2023/06/13 10:21:54:635',5,277.675873,302.523071,277.675873,302.523071,0,0,1,-0.000709,0.000201
6086,'2023/06/13 10:21:54:657',5,257.032349,531.881104,257.032349,531.881104,0,0,1,-0.000709,0.000201
6087,'2023/06/13 10:21:54:683',5,264.164459,574.861084,264.164459,574.861084,0,0,1,-0.000709,0.000201
6088,'2023/06/13 10:21:54:707',5,277.517883,1081.50293,277.517883,1081.50293,0,0,1,-0.000709,0.000201
6089,'2023/06/13 10:21:54:729',5,310.560303,1241.438965,310.560303,1241.438965,0,0,1,-0.000709,0.000201
6090,'2023/06/13 10:21:54:752',5,320.321045,461.74234,320.321045,461.74234,0,0,1,-0.000709,0.000201
6091,'2023/06/13 10:21:54:775',5,307.250275,382.298401,307.250275,382.298401,0,0,1,-0.000709,0.000201
6092,'2023/06/13 10:21:54:796',5,320.328613,343.676544,320.328613,343.676544,0,0,1,-0.000709,0.000201
6093,'2023/06/13 10:21:54:820',5,271.235291,374.391602,271.235291,374.391602,0,0,1,-0.000709,0.000201
6094,'2023/06/13 10:21:54:843',5,291.077179,377.915253,291.077179,377.915253,0,0,1,-0.000709,0.000201
6095,'2023/06/13 10:21:54:865',5,287.463959,1497.663086,287.463959,1497.663086,0,0,1,-0.000709,0.000201
6096,'2023/06/13 10:21:54:892',5,254.585251,465.08493,254.585251,465.08493,0,0,1,-0.000709,0.000201
6097,'2023/06/13 10:21:54:913',5,255.408966,1277.262451,255.408966,1277.262451,0,0,1,-0.000709,0.000201
6098,'2023/06/13 10:21:54:940',5,268.437195,1273.096069,268.437195,1273.096069,0,0,1,-0.000709,0.000201
6099,'2023/06/13 10:21:54:961',5,296.239685,378.439514,296.239685,378.439514,0,0,1,-0.000709,0.000201
6100,'2023/06/13 10:21:54:982',5,307.986481,579.604553,307.986481,579.604553,0,0,1,-0.000709,0.000201
6101,'2023/06/13 10:21:55:008',5,0,0,0,0,0,0,1,-0.000709,0.000201
6102,'2023/06/13 10:21:55:030',5,174.407974,302.049286,174.407974,302.049286,0,0,1,-0.000709,0.000201
6103,'2023/06/13 10:21:55:052',5,301.028412,1367.10022,301.028412,1367.10022,0,0,1,-0.000709,0.000201
6104,'2023/06/13 10:21:55:075',5,286.784851,1600.281982,286.784851,1600.281982,0,0,1,-0.000709,0.000201
6105,'2023/06/13 10:21:55:098',5,277.435913,1281.238525,277.435913,1281.238525,0,0,1,-0.000709,0.000201
6106,'2023/06/13 10:21:55:125',5,261.893707,1289.673828,261.893707,1289.673828,0,0,1,-0.000709,0.000201
6107,'2023/06/13 10:21:55:146',5,264.500793,1292.121582,264.500793,1292.121582,0,0,1,-0.000709,0.000201
6108,'2023/06/13 10:21:55:170',5,259.112,995.504944,259.112,995.504944,0,0,1,-0.000709,0.000201
6109,'2023/06/13 10:21:55:192',5,303.089905,359.844238,303.089905,359.844238,0,0,1,-0.000709,0.000201
6110,'2023/06/13 10:21:55:214',5,138.600601,301.204498,138.600601,301.204498,0,0,1,-0.000709,0.000201
6111,'2023/06/13 10:21:55:238',5,0,0,0,0,0,0,1,-0.000709,0.000201
6112,'2023/06/13 10:21:55:259',5,0,0,0,0,0,0,1,-0.000709,0.000201
6113,'2023/06/13 10:21:55:283',5,0,0,0,0,0,0,1,-0.000709,0.000201
6114,'2023/06/13 10:21:55:307',5,0,0,0,0,0,0,1,-0.000709,0.000201
6115,'2023/06/13 10:21:55:327',5,0,0,0,0,0,0,1,-0.000709,0.000201
6116,'2023/06/13 10:21:55:352',5,0,0,0,0,0,0,1,-0.000709,0.000201
6117,'2023/06/13 10:21:55:378',5,0,0,0,0,0,0,1,-0.000709,0.000201
6118,'2023/06/13 10:21:55:398',5,0,0,0,0,0,0,1,-0.000709,0.000201
6119,'2023/06/13 10:21:55:422',5,0,0,0,0,0,0,1,-0.000709,0.000201
6120,'2023/06/13 10:21:55:448',5,0,0,0,0,0,0,1,-0.000709,0.000201
6121,'2023/06/13 10:21:55:470',5,321.598846,1176.883423,321.598846,1176.883423,0,0,1,-0.000709,0.000201
6122,'2023/06/13 10:21:55:494',5,280.958435,1514.231323,280.958435,1514.231323,0,0,1,-0.000709,0.000201
6123,'2023/06/13 10:21:55:513',5,0,0,0,0,0,0,1,-0.000709,0.000201
6124,'2023/06/13 10:21:55:541',5,258.284607,1653.885132,258.284607,1653.885132,0,0,1,-0.000709,0.000201
6125,'2023/06/13 10:21:55:559',5,0,0,0,0,0,0,1,-0.000709,0.000201
6126,'2023/06/13 10:21:55:584',5,0,0,0,0,0,0,1,-0.000709,0.000201
6127,'2023/06/13 10:21:55:608',5,242.606796,1739.083008,242.606796,1739.083008,0,0,1,-0.000709,0.000201
6128,'2023/06/13 10:21:55:632',5,0,0,0,0,0,0,1,-0.000709,0.000201
6129,'2023/06/13 10:21:55:657',5,0,0,0,0,0,0,1,-0.000709,0.000201
6130,'2023/06/13 10:21:55:680',5,225.572647,1335.591797,225.572647,1335.591797,0,0,1,-0.000709,0.000201
6131,'2023/06/13 10:21:55:704',5,161.440826,228.873428,161.440826,228.873428,0,0,1,-0.000709,0.000201
6132,'2023/06/13 10:21:55:725',5,275.671692,1281.146729,275.671692,1281.146729,0,0,1,-0.000709,0.000201
6133,'2023/06/13 10:21:55:752',5,287.110779,1438.672607,287.110779,1438.672607,0,0,1,-0.000709,0.000201
6134,'2023/06/13 10:21:55:775',5,311.895752,1645.193359,311.895752,1645.193359,0,0,1,-0.000709,0.000201
6135,'2023/06/13 10:21:55:795',5,0,0,0,0,0,0,1,-0.000709,0.000201
6136,'2023/06/13 10:21:55:820',5,0,0,0,0,0,0,1,-0.000709,0.000201
6137,'2023/06/13 10:21:55:842',5,269.363068,1159.730469,269.363068,1159.730469,0,0,1,-0.000709,0.000201
6138,'2023/06/13 10:21:55:862',5,0,0,0,0,0,0,1,-0.000709,0.000201
6139,'2023/06/13 10:21:55:889',5,239.6763,1148.014893,239.6763,1148.014893,0,0,1,-0.000709,0.000201
6140,'2023/06/13 10:21:55:909',5,0,0,0,0,0,0,1,-0.000709,0.000201
6141,'2023/06/13 10:21:55:934',5,0,0,0,0,0,0,1,-0.000709,0.000201
6142,'2023/06/13 10:21:55:956',5,270.683746,1193.307861,270.683746,1193.307861,0,0,1,-0.000709,0.000201
6143,'2023/06/13 10:21:55:982',5,0,0,0,0,0,0,1,-0.000709,0.000201
6144,'2023/06/13 10:21:56:005',5,282.833649,1260.687744,282.833649,1260.687744,0,0,1,-0.000709,0.000201
6145,'2023/06/13 10:21:56:027',5,267.962036,914.461914,267.962036,914.461914,0,0,1,-0.000709,0.000201
6146,'2023/06/13 10:21:56:051',5,0,0,0,0,0,0,1,-0.000709,0.000201
6147,'2023/06/13 10:21:56:072',5,0,0,0,0,0,0,1,-0.000709,0.000201
6148,'2023/06/13 10:21:56:098',5,0,0,0,0,0,0,1,-0.000709,0.000201
6149,'2023/06/13 10:21:56:119',5,263.453094,436.023773,263.453094,436.023773,0,0,1,-0.000709,0.000201
6150,'2023/06/13 10:21:56:146',5,268.596954,1195.580811,268.596954,1195.580811,0,0,1,-0.000709,0.000201
6151,'2023/06/13 10:21:56:168',5,244.952728,1366.437256,244.952728,1366.437256,0,0,1,-0.000709,0.000201
6152,'2023/06/13 10:21:56:192',5,254.374496,1090.267578,254.374496,1090.267578,0,0,1,-0.000709,0.000201
6153,'2023/06/13 10:21:56:213',5,274.544403,1036.4375,274.544403,1036.4375,0,0,1,-0.000709,0.000201
6154,'2023/06/13 10:21:56:234',5,0,0,0,0,0,0,1,-0.000709,0.000201
6155,'2023/06/13 10:21:56:260',5,0,0,0,0,0,0,1,-0.000709,0.000201
6156,'2023/06/13 10:21:56:280',5,0,0,0,0,0,0,1,-0.000709,0.000201
6157,'2023/06/13 10:21:56:304',5,0,0,0,0,0,0,1,-0.000709,0.000201
6158,'2023/06/13 10:21:56:328',5,0,0,0,0,0,0,1,-0.000709,0.000201
6159,'2023/06/13 10:21:56:354',5,0,0,0,0,0,0,1,-0.000709,0.000201
6160,'2023/06/13 10:21:56:375',5,260.294128,1000.568176,260.294128,1000.568176,0,0,1,-0.000709,0.000201
6161,'2023/06/13 10:21:56:400',5,0,0,0,0,0,0,1,-0.000709,0.000201
6162,'2023/06/13 10:21:56:420',5,0,0,0,0,0,0,1,-0.000709,0.000201
6163,'2023/06/13 10:21:56:443',5,0,0,0,0,0,0,1,-0.000709,0.000201
6164,'2023/06/13 10:21:56:468',5,0,0,0,0,0,0,1,-0.000709,0.000201
6165,'2023/06/13 10:21:56:495',5,309.737457,939.270264,309.737457,939.270264,0,0,1,-0.000709,0.000201
6166,'2023/06/13 10:21:56:515',5,299.758057,629.49292,299.758057,629.49292,0,0,1,-0.000709,0.000201
6167,'2023/06/13 10:21:56:538',5,360.738434,1187.843262,360.738434,1187.843262,0,0,1,-0.000709,0.000201
6168,'2023/06/13 10:21:56:561',5,0,0,0,0,0,0,0.98,-0.000709,0.000201
6169,'2023/06/13 10:21:56:585',5,0,0,0,0,0,0,0.79,-0.000709,0.000201
6170,'2023/06/13 10:21:56:610',5,254.064774,1173.7854,254.064774,1173.7854,0,0,0.15,-0.000709,0.000201
6171,'2023/06/13 10:21:56:630',5,0,0,0,0,0,0,0,-0.000709,0.000201
6172,'2023/06/13 10:21:56:655',5,0,0,0,0,0,0,0,-0.000709,0.000201
6173,'2023/06/13 10:21:56:673',5,0,0,0,0,0,0,0,-0.000709,0.000201
6174,'2023/06/13 10:21:56:698',5,0,0,0,0,0,0,0,-0.000709,0.000201
6175,'2023/06/13 10:21:56:722',5,0,0,0,0,0,0,0,-0.000709,0.000201
6176,'2023/06/13 10:21:56:745',5,0,0,0,0,0,0,0,-0.000709,0.000201
6177,'2023/06/13 10:21:56:769',5,0,0,0,0,0,0,0,-0.000709,0.000201
6178,'2023/06/13 10:21:56:792',5,0,0,0,0,0,0,0,-0.000709,0.000201
6179,'2023/06/13 10:21:56:817',5,0,0,0,0,0,0,0,-0.000709,0.000201
6180,'2023/06/13 10:21:56:837',5,0,0,0,0,0,0,0,-0.000709,0.000201
6181,'2023/06/13 10:21:56:863',5,0,0,0,0,0,0,0,-0.000709,0.000201
6182,'2023/06/13 10:21:56:883',5,0,0,0,0,0,0,0,-0.000709,0.000201
6183,'2023/06/13 10:21:56:909',5,0,0,0,0,0,0,0,-0.000709,0.000201
6184,'2023/06/13 10:21:56:934',5,0,0,0,0,0,0,0,-0.000709,0.000201
6185,'2023/06/13 10:21:56:955',5,0,0,0,0,0,0,0,-0.000709,0.000201
6186,'2023/06/13 10:21:56:980',5,0,0,0,0,0,0,0,-0.000709,0.000201
6187,'2023/06/13 10:21:56:998',5,0,0,0,0,0,0,0,-0.000709,0.000201
6188,'2023/06/13 10:21:57:027',5,0,0,0,0,0,0,0,-0.000709,0.000201
6189,'2023/06/13 10:21:57:046',5,0,0,0,0,0,0,0,-0.000709,0.000201
6190,'2023/06/13 10:21:57:072',5,0,0,0,0,0,0,0,-0.000709,0.000201
6191,'2023/06/13 10:21:57:092',5,0,0,0,0,0,0,0,-0.000709,0.000201
6192,'2023/06/13 10:21:57:116',5,0,0,0,0,0,0,0,-0.000709,0.000201
6193,'2023/06/13 10:21:57:139',5,0,0,0,0,0,0,0,-0.000709,0.000201
6194,'2023/06/13 10:21:57:162',5,0,0,0,0,0,0,0,-0.000709,0.000201
6195,'2023/06/13 10:21:57:187',5,0,0,0,0,0,0,0,-0.000709,0.000201
6196,'2023/06/13 10:21:57:213',5,0,0,0,0,0,0,0,-0.000709,0.000201
6197,'2023/06/13 10:21:57:232',5,0,0,0,0,0,0,0,-0.000709,0.000201
6198,'2023/06/13 10:21:57:257',5,0,0,0,0,0,0,0,-0.000709,0.000201
6199,'2023/06/13 10:21:57:278',5,0,0,0,0,0,0,0,-0.000709,0.000201
6200,'2023/06/13 10:21:57:304',5,0,0,0,0,0,0,0,-0.000709,0.000201
6201,'2023/06/13 10:21:57:328',5,0,0,0,0,0,0,0,-0.000709,0.000201
6202,'2023/06/13 10:21:57:347',5,0,0,0,0,0,0,0,-0.000709,0.000201
6203,'2023/06/13 10:21:57:371',5,0,0,0,0,0,0,0,-0.000709,0.000201
6204,'2023/06/13 10:21:57:395',5,0,0,0,0,0,0,0,-0.000709,0.000201
6205,'2023/06/13 10:21:57:421',5,0,0,0,0,0,0,0,-0.000709,0.000201
6206,'2023/06/13 10:21:57:445',5,0,0,0,0,0,0,0,-0.000709,0.000201
6207,'2023/06/13 10:21:57:463',5,0,0,0,0,0,0,0,-0.000709,0.000201
6208,'2023/06/13 10:21:57:487',5,0,0,0,0,0,0,0,-0.000709,0.000201
6209,'2023/06/13 10:21:57:513',5,0,0,0,0,0,0,0,-0.000709,0.000201
6210,'2023/06/13 10:21:57:537',5,0,0,0,0,0,0,0,-0.000709,0.000201
6211,'2023/06/13 10:21:57:561',5,0,0,0,0,0,0,0,-0.000709,0.000201
6212,'2023/06/13 10:21:57:579',5,0,0,0,0,0,0,0,-0.000709,0.000201
6213,'2023/06/13 10:21:57:604',5,0,0,0,0,0,0,0,-0.000709,0.000201
6214,'2023/06/13 10:21:57:627',5,0,0,0,0,0,0,0,-0.000709,0.000201
6215,'2023/06/13 10:21:57:652',5,0,0,0,0,0,0,0,-0.000709,0.000201
6216,'2023/06/13 10:21:57:676',5,0,0,0,0,0,0,0,-0.000709,0.000201
